Code;name;PBS2020_sum;PBS en 2020 - estimation (*=oui);PBS2020_mean;PBS moyenne en 2020 - estimation (*=oui);SAU2020_mean;SAU moyenne en 2020 - estimation (*=oui);SAU moyenne : variation absolue 2020-2010;SAU moyenne : variation absolue 2020-2010 - estimation (*=oui);SAU en 2020;SAU en 2020 - estimation (*=oui);Exploitation2020
29191;Plougonven;11968;;260.2;;93;;16.9;;4276;;46
29192;Plougoulm;20461;;584.6;;28.4;;8.2;;995;;35
29193;Plougourvest;4428;*;233.1;*;40.3;*;7.6;*;766;*;19
29195;Plouguerneau;21865;;508.5;;57.7;;12;;2482;;43
29196;Plouguin;15060;;485.8;;70.6;;30.5;;2188;;31
29197;Plouhinec;3636;;165.3;;58.6;;1.3;;1289;;22
29198;Plouider;17759;;444;;47.4;;11.8;;1894;;40
29199;Plouigneau;22325;;413.4;;64.6;;13.8;;3488;;54
29201;Ploumoguer;17837;;336.5;;65;;16.9;;3445;;53
29202;Plounéour-Ménez;5259;;164.4;;48.1;;-5.8;;1540;;32
29204;Plounéventer;18410;;541.5;;55.1;;5.6;;1873;;34
29205;Plounévézel;12530;;379.7;;60.9;;10.5;;2010;;33
29206;Plounévez-Lochrist;61725;;743.7;;41;;10.2;;3406;;83
29207;Plourin-lès-Morlaix;9006;;310.6;;103.5;;30.2;;3000;;29
29208;Plourin;10731;;357.7;;64.4;;16.2;;1931;;30
29209;Plouvien;15526;;388.1;;59;;18.8;;2360;;40
29210;Plouvorn;38971;;683.7;;48.5;;12.2;;2764;;57
29211;Plouyé;8661;;234.1;;69.4;;6.6;;2568;;37
29212;Plouzané;7810;;260.3;;50.6;;14.2;;1518;;30
29213;Plouzévédé;14139;;441.9;;43.8;;9.7;;1400;;32
29214;Plovan;5555;;292.4;;65.8;;3.2;;1250;;19
29215;Plozévet;4241;;235.6;;66.1;;17.2;;1189;;18
29216;Pluguffan;6515;;250.6;;74.7;;10.1;;1943;;26
29217;Pont-Aven;5117;;222.5;;62.7;;1.2;;1442;;23
29218;Pont-Croix;584;;116.8;;50;;-4.1;;250;;5
29220;Pont-l'Abbé;868;;72.3;;51.2;;6.7;;615;;12
29221;Porspoder;1851;*;205.7;*;66.7;*;6.8;*;600;*;9
29222;Port-Launay;573;;286.7;;84.5;;1.4;;169;;2
29224;Pouldergat;8580;;276.8;;60.7;;7.7;;1881;;31
29225;Pouldreuzic;4026;;223.7;;48.5;;-2.9;;872;;18
29226;Poullan-sur-Mer;12009;;343.1;;53.4;;-0.9;;1869;;35
29227;Poullaouen;25251;;345.9;;80.2;;15.9;;5855;;73
29228;Primelin;1055;;527.3;;126.2;;57.3;;252;;2
29229;Quéménéven;11610;;387;;82;;11.7;;2461;;30
29230;Querrien;12571;;330.8;;72.3;;11.1;;2749;;38
29232;Quimper;7849;;167;;56.9;;12;;2677;;47
29233;Quimperlé;2579;;171.9;;77.8;;16.4;;1167;;15
29234;Rédené;3890;;155.6;;53.8;;-14.4;;1344;;25
29235;Le Relecq-Kerhuon;3124;;624.7;;1.6;;0.1;;8;;5
29236;Riec-sur-Bélon;9454;;248.8;;73.4;;20.2;;2790;;38
29237;La Roche-Maurice;4875;;443.2;;18.7;;-22.3;;205;;11
29238;Roscanvel;111;;37.1;;15.4;;N/A;;46;;3
29239;Roscoff;13458;;480.6;;19.5;;6;;545;;28
29240;Rosnoën;8013;;258.5;;61.7;;3.5;;1913;;31
29241;Rosporden;10187;;248.5;;85.7;;29.1;;3514;;41
29243;Saint-Coulitz;3139;;448.4;;42;;-3;;294;;7
29244;Saint-Derrien;6381;;531.7;;82;;21.8;;984;;12
29245;Saint-Divy;2602;;216.9;;57.9;;13.9;;695;;12
29246;Saint-Eloy;3281;;468.7;;55.1;;4.1;;386;;7
29247;Saint-Évarzec;6518;;260.7;;78.1;;25.1;;1952;;25
29248;Saint-Frégant;5081;;242;;51.7;;13.2;;1085;;21
29249;Saint-Goazec;3467;;203.9;;78.5;;20.4;;1334;;17
29250;Saint-Hernin;5120;;269.5;;53;;15;;1007;;19
29251;Saint-Jean-du-Doigt;4334;;288.9;;83.9;;32.3;;1259;;15
29252;Saint-Jean-Trolimon;2131;;236.8;;68.5;;33.5;;617;;9
29254;Saint-Martin-des-Champs;5435;;543.5;;73.5;;23.4;;735;;10
29255;Saint-Méen;7760;;596.9;;63.6;;8;;827;;13
29256;Saint-Nic;6979;;349;;60;;4.7;;1200;;20
29257;Saint-Pabu;2199;;274.9;;47.7;;15;;381;;8
29259;Saint-Pol-de-Léon;29657;;617.8;;23.7;;7.4;;1135;;48
29260;Saint-Renan;7748;;455.8;;50.4;;-4;;857;;17
29261;Saint-Rivoal;406;;81.2;;90.5;;61.2;;453;;5
29262;Saint-Sauveur;9309;;581.8;;75.6;;38.2;;1209;;16
29263;Saint-Ségal;8899;;684.5;;78.3;;17.1;;1018;;13
29264;Saint-Servais;5197;;742.5;;69.9;;12.1;;489;;7
29265;Sainte-Sève;937;*;117.1;*;56.8;*;7.3;*;454;*;8
29266;Saint-Thégonnec Loc-Eguiner;16213;;377;;81.4;;20.7;;3501;;43
29267;Saint-Thois;3370;;198.2;;65.3;;23.4;;1109;;17
29268;Saint-Thonan;3435;;343.5;;60.2;;7.6;;602;;10
29269;Saint-Thurien;2990;;230;;76.4;;13.8;;993;;13
29270;Saint-Urbain;3429;;285.8;;76.5;;9.8;;918;;12
29271;Saint-Vougay;8529;;328;;48;;16.9;;1248;;26
29272;Saint-Yvi;6839;;285;;52;;9.3;;1247;;24
29273;Santec;7850;;314;;17.5;;3.1;;436;;25
29274;Scaër;22985;;234.5;;71.8;;8.8;;7035;;98
29275;Scrignac;14295;;357.4;;95.1;;13.8;;3804;;40
29276;Sibiril;35771;;1555.2;;40.9;;13.1;;941;;23
29277;Sizun;18169;;370.8;;65.9;;6.4;;3228;;49
29278;Spézet;22204;;352.4;;74.6;;14.5;;4698;;63
29279;Taulé;30489;;564.6;;56.4;;5.7;;3048;;54
29280;Telgruc-sur-Mer;8688;;434.4;;99.5;;31.6;;1991;;20
29281;Tourch;11424;;368.5;;67.3;;-4;;2087;;31
29282;Trébabu;294;;98;;40.6;;5.2;;122;;3
29284;Treffiagat;399;;133;;70;;31.9;;210;;3
29285;Tréflaouénan;10042;;590.7;;28.7;;-1;;489;;17
29286;Tréflévénez;3272;;297.5;;72.1;;-5.8;;793;;11
29287;Tréflez;12104;;605.2;;38.3;;9.8;;766;;20
29288;Trégarantec;1704;;283.9;;54.9;;2.2;;329;;6
29289;Trégarvan;1091;;218.2;;103.6;;6.8;;518;;5
29290;Tréglonou;709;;177.2;;62.9;;9.5;;252;;4
29291;Trégourez;3128;;173.8;;83.6;;29.9;;1505;;18
29292;Tréguennec;754;;150.7;;91.1;;40.4;;455;;5
29293;Trégunc;4772;;170.4;;72;;15.1;;2015;;28
29294;Le Tréhou;7590;;421.7;;57.6;;12.2;;1037;;18
29295;Trémaouézan;2971;;371.4;;65.8;;-0.7;;526;;8
29296;Tréméoc;2784;;232;;45.5;;6.9;;547;;12
29297;Tréméven;3205;;320.5;;86.8;;28.1;;868;;10
29298;Tréogat;549;;91.5;;41;;-9.7;;246;;6
29299;Tréouergat;2162;;360.3;;82.8;;43.5;;497;;6
29300;Le Trévoux;5946;;270.3;;74;;3.3;;1627;;22
29301;Trézilidé;2072;;414.5;;49.6;;6.3;;248;;5
29302;Pont-de-Buis-lès-Quimerch;5793;;231.7;;66.5;;13.7;;1663;;25
2A001;Afa;579;;38.6;;37.4;;7.2;;562;;15
2A004;Ajaccio;2502;;104.2;;43.1;;8.8;;1035;;24
2A006;Alata;508;;39.1;;75.8;;16.7;;986;;13
2A008;Albitreccia;91;;18.3;;26.7;;-45.8;;133;;5
2A011;Altagène;53;*;53.1;*;1.8;*;-1.2;*;2;*;1
2A014;Ambiegna;175;;58.4;;125.6;;50.3;;377;;3
2A017;Appietto;844;;56.2;;94.7;;-2.2;;1420;;15
2A018;Arbellara;291;;41.6;;76.9;;-10.4;;539;;7
2A019;Arbori;365;;60.8;;101.1;;-40.1;;606;;6
2A021;Argiusta-Moriccio;152;;30.3;;89.5;;56.1;;447;;5
2A022;Arro;215;;42.9;;71.5;;-19.3;;358;;5
2A024;Aullène;260;;86.5;;195.1;;98.6;;585;;3
2A026;Azilone-Ampaza;529;;105.8;;130.7;;12.6;;653;;5
2A027;Azzana;45;;44.5;;53.3;;N/A;;53;;1
2A028;Balogna;555;;50.4;;65.2;;-92.1;;718;;11
2A031;Bastelica;1401;;53.9;;70.2;;6.4;;1826;;26
2A032;Bastelicaccia;2368;;103;;31;;-3.5;;713;;23
2A035;Belvédère-Campomoro;141;;70.6;;46.6;;N/A;;93;;2
2A038;Bilia;0;;N/A;;N/A;;N/A;;0;;0
2A040;Bocognano;252;;84;;70.8;;-0.2;;212;;3
2A041;Bonifacio;1602;;61.6;;58.4;;37.2;;1519;;26
2A048;Calcatoggio;453;;64.8;;80.5;;-126.2;;563;;7
2A056;Campo;57;;57.2;;226.2;;224.9;;226;;1
2A060;Cannelle;58;;58.1;;111;;-90.2;;111;;1
2A061;Carbini;101;;33.6;;32.5;;-77.5;;97;;3
2A062;Carbuccia;172;;43;;31.6;;0.1;;126;;4
2A064;Cardo-Torgia;28;;28.3;;50.8;;-49.7;;51;;1
2A065;Cargèse;1088;;41.8;;73;;-1.3;;1897;;26
2A066;Cargiaca;59;;58.6;;113.6;;41.1;;114;;1
2A070;Casaglione;653;;54.4;;24.6;;-34.8;;296;;12
2A071;Casalabriva;403;;67.2;;105.9;;-14.1;;636;;6
2A085;Cauro;1993;;166.1;;40.7;;-4.8;;488;;12
2A089;Ciamannacce;99;;33;;45.7;;-53.3;;137;;3
2A090;Coggia;506;;63.3;;69.9;;-43.8;;559;;8
2A091;Cognocoli-Monticchi;1052;;87.7;;42.2;;-2.6;;506;;12
2A092;Conca;148;;29.5;;91;;42.8;;455;;5
2A094;Corrano;144;;36;;41.6;;6.3;;166;;4
2A098;Coti-Chiavari;2447;;407.8;;89.2;;56.1;;535;;6
2A099;Cozzano;594;;74.2;;70.8;;28;;566;;8
2A100;Cristinacce;1073;*;134.2;*;59.2;*;8.1;*;474;*;8
2A103;Cuttoli-Corticchiato;1201;;57.2;;31.1;;0.8;;654;;21
2A104;Eccica-Suarella;952;;105.8;;14.8;;-15.8;;133;;9
2A108;Évisa;253;;50.6;;63.2;;24.2;;316;;5
2A114;Figari;4043;;168.5;;44.2;;-13.9;;1061;;24
2A115;Foce;52;;51.7;;1.5;;N/A;;2;;1
2A117;Forciolo;123;;30.6;;55.5;;-44.5;;222;;4
2A118;Fozzano;162;;32.5;;70.2;;-6.2;;351;;5
2A119;Frasseto;100;;50.1;;210;;185;;420;;2
2A127;Giuncheto;95;;47.7;;50.4;;25.7;;101;;2
2A128;Granace;43;;42.9;;18;;-42;;18;;1
2A129;Grossa;351;;70.2;;49.9;;-39.6;;249;;5
2A130;Grosseto-Prugna;473;;52.6;;40.6;;-12.1;;365;;9
2A131;Guagno;179;;89.5;;139.7;;48.7;;279;;2
2A132;Guargualé;89;;29.7;;73.7;;21.2;;221;;3
2A133;Guitera-les-Bains;570;;47.5;;79;;19.6;;948;;12
2A139;Lecci;2901;;483.4;;37.5;;6.6;;225;;6
2A141;Letia;477;;79.5;;145.9;;-62.2;;876;;6
2A142;Levie;588;;45.2;;50.1;;-15.9;;651;;13
2A144;Lopigna;292;;58.3;;91;;-29.9;;455;;5
2A146;Loreto-di-Tallano;221;;73.7;;140.7;;39;;422;;3
2A154;Marignana;585;;65;;57.4;;42.9;;516;;9
2A158;Mela;65;;21.5;;15;;-38.1;;45;;3
2A160;Moca-Croce;215;;43;;65.7;;11.3;;328;;5
2A163;Monacia-d'Aullène;356;;32.4;;70.4;;-0.7;;775;;11
2A174;Murzo;29;;29.2;;48.2;;-31.6;;48;;1
2A181;Ocana;551;;61.2;;54.2;;16.6;;488;;9
2A186;Olivese;271;;30.1;;104.6;;40.4;;941;;9
2A189;Olmeto;1748;;109.3;;50.1;;14.5;;801;;16
2A191;Olmiccia;155;;77.6;;57.8;;-119.3;;116;;2
2A196;Orto;276;;92.1;;119.7;;114.7;;359;;3
2A197;Osani;154;;76.9;;290.1;;168.9;;580;;2
2A198;Ota;511;*;73;*;127.3;*;22.6;*;891;*;7
2A200;Palneca;134;;26.8;;96.9;;74.9;;485;;5
2A203;Partinello;370;;73.9;;124.2;;-67.9;;621;;5
2A204;Pastricciola;80;;39.8;;75;;N/A;;150;;2
2A209;Peri;1555;;77.8;;25.5;;2.1;;511;;20
2A211;Petreto-Bicchisano;572;;57.2;;67.9;;-17.1;;679;;10
2A212;Piana;406;;45.1;;67;;-1.8;;603;;9
2A215;Pianottoli-Caldarello;589;;39.3;;56.7;;12.2;;851;;15
2A228;Pietrosella;165;;33;;32.3;;-36;;161;;5
2A232;Pila-Canale;207;*;34.5;*;33.7;*;-25.8;*;202;*;6
2A240;Poggiolo;163;;163;;100.4;;35.6;;100;;1
2A247;Porto-Vecchio;4347;;76.3;;48.9;;-7.1;;2790;;57
2A249;Propriano;330;*;47.1;*;39.8;*;9.1;*;279;*;7
2A253;Quasquara;94;;94.4;;197.9;;N/A;;198;;1
2A254;Quenza;198;;33.1;;77.4;;11.9;;465;;6
2A258;Renno;639;;127.8;;48.4;;-7.9;;242;;5
2A259;Rezza;0;;N/A;;N/A;;N/A;;0;;0
2A262;Rosazia;172;;57.2;;50.7;;-2.5;;152;;3
2A266;Salice;33;;33.1;;8.4;;N/A;;8;;1
2A268;Sampolo;300;*;100.1;*;73.2;*;7.7;*;220;*;3
2A269;Sari-Solenzara;559;;279.7;;29.8;;-38.9;;60;;2
2A270;Sari-d'Orcino;1857;;123.8;;54;;-5.8;;810;;15
2A271;Sarrola-Carcopino;1260;;57.3;;59.4;;7.1;;1307;;22
2A272;Sartène;9060;;139.4;;53.4;;-17.3;;3473;;65
2A276;Serra-di-Ferro;2166;;144.4;;57.6;;-13.2;;864;;15
2A278;Serra-di-Scopamène;202;;50.5;;146.4;;122.6;;586;;4
2A279;Serriera;238;;59.6;;128.8;;-71.9;;515;;4
2A282;Soccia;365;;60.8;;39.6;;-39;;238;;6
2A284;Sollacaro;779;;43.3;;62.4;;3.9;;1123;;18
2A285;Sorbollano;116;;29.1;;92.5;;32;;370;;4
2A288;Sotta;714;;35.7;;53.6;;-11.6;;1072;;20
2A295;Sant'Andréa-d'Orcino;103;;51.4;;102.2;;-12.7;;204;;2
2A300;San-Gavino-di-Carbini;131;;26.2;;47.5;;-16.5;;237;;5
2A308;Sainte-Lucie-de-Tallano;368;;40.9;;38.1;;-36.4;;343;;9
2A310;Santa-Maria-Figaniella;142;;71.2;;117.3;;N/A;;235;;2
2A312;Santa-Maria-Siché;150;;30.1;;24.6;;-27;;123;;5
2A322;Tasso;293;*;48.9;*;29.9;*;-5.7;*;180;*;6
2A323;Tavaco;49;;24.3;;53.1;;46.8;;106;;2
2A324;Tavera;773;;59.4;;58.6;;7.2;;762;;13
2A326;Tolla;226;;56.5;;144.1;;93.5;;576;;4
2A330;Ucciani;1221;;111;;54.8;;-23.9;;602;;11
2A331;Urbalacone;56;;27.9;;102;;N/A;;204;;2
2A336;Valle-di-Mezzana;123;;61.4;;92.2;;69.2;;184;;2
2A345;Vero;77;;25.7;;23.2;;9.5;;70;;3
2A348;Vico;1528;;58.8;;71.3;;-35.4;;1855;;26
2A349;Viggianello;217;;36.2;;64.2;;1.9;;385;;6
2A351;Villanova;209;;41.8;;65.3;;-5.9;;327;;5
2A357;Zérubia;56;;55.8;;87.3;;N/A;;87;;1
2A358;Zévaco;553;;61.5;;138.5;;65.8;;1247;;9
2A359;Zicavo;558;;37.2;;83.2;;38.1;;1248;;15
2A360;Zigliara;280;;56;;108.6;;39.6;;543;;5
2A362;Zonza;1549;;193.6;;41;;17;;328;;8
2A363;Zoza;0;;N/A;;N/A;;N/A;;0;;0
2B002;Aghione;7849;;301.9;;37;;-17.6;;961;;26
2B003;Aiti;24;;24.2;;78.9;;8.8;;79;;1
2B005;Alando;30;;29.5;;48.9;;-18.1;;49;;1
2B007;Albertacce;1228;;55.8;;62.2;;-70.7;;1369;;22
2B009;Aléria;18779;;268.3;;53.8;;-6.7;;3767;;70
2B010;Algajola;0;;N/A;;N/A;;N/A;;0;;0
2B012;Altiani;153;;30.7;;46;;-13;;230;;5
2B013;Alzi;0;;N/A;;N/A;;N/A;;0;;0
2B015;Ampriani;0;;N/A;;N/A;;N/A;;0;;0
2B016;Antisanti;13332;;370.3;;24.6;;-21;;884;;36
2B020;Aregno;641;;64.1;;42;;5.3;;420;;10
2B023;Asco;291;;36.4;;188.4;;46.2;;1507;;8
2B025;Avapessa;358;;71.5;;43.4;;-2.4;;217;;5
2B029;Barbaggio;1381;;276.1;;11.2;;-2.8;;56;;5
2B030;Barrettali;166;;82.9;;5;;2.4;;10;;2
2B033;Bastia;649;;216.2;;19.5;;12.8;;58;;3
2B034;Belgodère;774;;40.7;;19.1;;-1.3;;363;;19
2B036;Bigorno;55;;55;;80.7;;-20.4;;81;;1
2B037;Biguglia;3978;;172.9;;18.4;;-9.2;;424;;23
2B039;Bisinchi;153;;51.1;;57;;N/A;;171;;3
2B042;Borgo;4186;;107.3;;34;;-6.2;;1326;;39
2B043;Brando;181;;36.1;;100.3;;88.8;;502;;5
2B045;Bustanico;87;;43.7;;69.1;;-29.7;;138;;2
2B046;Cagnano;229;;38.2;;46.5;;-4.5;;279;;6
2B047;Calacuccia;845;;46.9;;89.2;;-25.2;;1605;;18
2B049;Calenzana;7783;;136.5;;52.5;;-3.1;;2995;;57
2B050;Calvi;1697;;106.1;;13.4;;-4.8;;215;;16
2B051;Cambia;235;;78.3;;104.1;;47.1;;312;;3
2B052;Campana;48;;48.4;;31.5;;-72.3;;31;;1
2B053;Campi;183;;182.8;;45.7;;-3.6;;46;;1
2B054;Campile;87;;29.1;;13.4;;5.2;;40;;3
2B055;Campitello;188;;31.4;;81.4;;-22.4;;488;;6
2B057;Canale-di-Verde;2603;;130.2;;44;;19.6;;880;;20
2B058;Canari;166;;55.3;;103.3;;-40.9;;310;;3
2B059;Canavaggia;347;;49.6;;116;;-4.2;;812;;7
2B063;Carcheto-Brustico;21;;21.3;;1475.1;;1470.6;;1475;;1
2B067;Carpineto;44;*;22.2;*;50.9;*;-50.9;*;102;*;2
2B068;Carticasi;101;;50.4;;166.8;;74.7;;334;;2
2B069;Casabianca;93;;46.3;;67.9;;-20;;136;;2
2B072;Casalta;59;;29.4;;54.8;;10.2;;110;;2
2B073;Casamaccioli;758;;58.3;;43.7;;-13.9;;568;;13
2B074;Casanova;241;;48.3;;74.5;;22.4;;373;;5
2B075;Casevecchie;30;;29.8;;58.9;;-36.4;;59;;1
2B077;Castellare-di-Casinca;4117;;294.1;;22.5;;0.1;;314;;14
2B078;Castellare-di-Mercurio;0;;N/A;;N/A;;N/A;;0;;0
2B079;Castello-di-Rostino;521;;65.1;;86.1;;33.2;;689;;8
2B080;Castifao;666;;51.2;;113.4;;-1.3;;1474;;13
2B081;Castiglione;23;;23.4;;67.6;;-60.6;;68;;1
2B082;Castineta;238;;119.1;;29.9;;-14.1;;60;;2
2B083;Castirla;327;;40.9;;62.9;;-56.8;;503;;8
2B084;Cateri;150;;75.2;;65.2;;19.4;;130;;2
2B086;Centuri;0;;N/A;;N/A;;N/A;;0;;0
2B087;Cervione;1356;*;90.4;*;26.6;*;4.6;*;399;*;15
2B088;Chiatra;1012;;144.6;;48;;22.1;;336;;7
2B093;Corbara;266;;44.4;;41.9;;-31.2;;251;;6
2B095;Corscia;580;;72.5;;156.5;;-79.5;;1252;;8
2B096;Corte;1872;;48;;64.6;;-49.7;;2519;;39
2B097;Costa;0;;N/A;;N/A;;N/A;;0;;0
2B101;Croce;177;;58.9;;47.7;;10.4;;143;;3
2B102;Crocicchia;87;;86.6;;40;;40;;40;;1
2B105;Erbajolo;321;;64.2;;69.4;;-43.6;;347;;5
2B106;Érone;0;;N/A;;N/A;;N/A;;0;;0
2B107;Ersa;85;;21.3;;31.5;;-2.1;;126;;4
2B109;Farinole;605;*;120.9;*;15.1;*;8.8;*;75;*;5
2B110;Favalello;76;;25.2;;49.3;;-313.2;;148;;3
2B111;Felce;89;;44.7;;9.6;;7;;19;;2
2B112;Feliceto;1945;;216.1;;36.3;;8.2;;327;;9
2B113;Ficaja;0;;N/A;;N/A;;N/A;;0;;0
2B116;Focicchia;0;;N/A;;N/A;;N/A;;0;;0
2B120;Furiani;534;;76.3;;35;;-22;;245;;7
2B121;Galéria;1293;;51.7;;87.9;;-46;;2197;;25
2B122;Gavignano;301;;50.2;;69.5;;67;;417;;6
2B123;Ghisonaccia;33002;;317.3;;44.5;;1.7;;4632;;104
2B124;Ghisoni;317;;63.3;;78.1;;58.8;;390;;5
2B125;Giocatojo;221;;55.3;;84.3;;-56.1;;337;;4
2B126;Giuncaggio;1132;;141.6;;61.4;;0.9;;491;;8
2B134;L'Île-Rousse;0;;N/A;;N/A;;N/A;;0;;0
2B135;Isolaccio-di-Fiumorbo;297;;74.3;;42.4;;17.6;;170;;4
2B136;Lama;297;;37.1;;81.3;;33.7;;651;;8
2B137;Lano;0;;N/A;;N/A;;N/A;;0;;0
2B138;Lavatoggio;139;;46.2;;83.8;;-48.2;;251;;3
2B140;Lento;270;;45;;97.2;;82.4;;583;;6
2B143;Linguizzetta;9960;;184.4;;43.4;;-7;;2342;;54
2B145;Loreto-di-Casinca;694;;77.1;;51.4;;0.6;;462;;9
2B147;Lozzi;545;;39;;55;;-3.7;;770;;14
2B148;Lucciana;3276;;105.7;;59.5;;10.5;;1844;;31
2B149;Lugo-di-Nazza;470;;94.1;;42.6;;-1;;213;;5
2B150;Lumio;2390;;199.1;;82.4;;32.6;;989;;12
2B152;Luri;552;;110.5;;28;;16.2;;140;;5
2B153;Manso;248;;41.4;;106.7;;-54.2;;640;;6
2B155;Matra;43;;43.2;;82.7;;-109.2;;83;;1
2B156;Mausoléo;195;;39;;100.5;;-51.5;;502;;5
2B157;Mazzola;68;;67.7;;16.9;;0.3;;17;;1
2B159;Meria;37;;37.4;;4.1;;-85.9;;4;;1
2B161;Moïta;137;;45.6;;33.7;;-33.6;;101;;3
2B162;Moltifao;881;;62.9;;133.4;;27.2;;1867;;14
2B164;Monacia-d'Orezza;140;;69.8;;48.9;;11.6;;98;;2
2B165;Moncale;192;;27.4;;31;;25.1;;217;;7
2B166;Monte;955;;95.5;;32.3;;6.8;;323;;10
2B167;Montegrosso;720;;36;;48.3;;5.4;;965;;20
2B168;Monticello;521;;52.1;;57.4;;19.3;;574;;10
2B169;Morosaglia;2930;;172.4;;73.5;;-13.3;;1250;;17
2B170;Morsiglia;256;;128.1;;5.8;;N/A;;12;;2
2B171;Muracciole;349;;116.2;;58.6;;-63.1;;176;;3
2B172;Murato;616;*;61.6;*;52.2;*;14.1;*;522;*;10
2B173;Muro;704;;78.2;;40.7;;8.7;;366;;9
2B175;Nessa;136;;45.4;;132.9;;-18.2;;399;;3
2B176;Nocario;0;;N/A;;N/A;;N/A;;0;;0
2B177;Noceta;173;;57.7;;65.8;;-0.3;;197;;3
2B178;Nonza;0;;N/A;;N/A;;N/A;;0;;0
2B179;Novale;206;*;68.7;*;81.2;*;-8.8;*;244;*;3
2B180;Novella;419;;38.1;;74.6;;-31.6;;820;;11
2B182;Occhiatana;567;;56.7;;60.2;;-36.1;;602;;10
2B183;Ogliastro;0;;N/A;;N/A;;N/A;;0;;0
2B184;Olcani;79;;39.7;;76.6;;N/A;;153;;2
2B185;Oletta;4068;;162.7;;65.5;;28.9;;1638;;25
2B187;Olmeta-di-Capocorso;137;;68.3;;137.4;;131.2;;275;;2
2B188;Olmeta-di-Tuda;212;;26.5;;34;;-30.9;;272;;8
2B190;Olmi-Cappella;433;;30.9;;112.7;;6.1;;1578;;14
2B192;Olmo;0;;N/A;;N/A;;N/A;;0;;0
2B193;Omessa;1004;;66.9;;104;;-17.8;;1561;;15
2B194;Ortale;141;;35.3;;56.4;;4.4;;226;;4
2B195;Ortiporio;121;;40.5;;105.7;;65.6;;317;;3
2B199;Palasca;960;;50.5;;118.7;;-18.1;;2256;;19
2B201;Pancheraccia;2425;;269.4;;38.7;;-7.4;;348;;9
2B202;Parata;0;;N/A;;N/A;;N/A;;0;;0
2B205;Patrimonio;6905;;345.3;;24.2;;-3.3;;485;;20
2B206;Penta-Acquatella;109;;54.7;;81.4;;-39;;163;;2
2B207;Penta-di-Casinca;6673;;190.7;;23;;8.7;;804;;35
2B208;Perelli;272;;54.4;;36.4;;-32.9;;182;;5
2B210;Pero-Casevecchie;182;;60.6;;74.6;;-18.3;;224;;3
2B213;Pianello;284;;56.9;;57.2;;17.7;;286;;5
2B214;Piano;0;;N/A;;N/A;;N/A;;0;;0
2B216;Piazzali;0;;N/A;;N/A;;N/A;;0;;0
2B217;Piazzole;36;;18;;19.1;;-56.8;;38;;2
2B218;Piedicorte-di-Gaggio;121;;40.4;;33.3;;-25.8;;100;;3
2B219;Piedicroce;81;;40.4;;59.2;;7.2;;118;;2
2B220;Piedigriggio;105;;35.1;;61.2;;60.9;;184;;3
2B221;Piedipartino;0;;N/A;;N/A;;N/A;;0;;0
2B222;Pie-d'Orezza;14;;14.4;;3.4;;0.2;;3;;1
2B223;Pietralba;988;;49.4;;99.5;;-48.7;;1990;;20
2B224;Pietracorbara;484;;48.4;;38.4;;-5.6;;384;;10
2B225;Pietra-di-Verde;99;;33;;40.5;;-13.8;;122;;3
2B226;Pietraserena;0;;N/A;;N/A;;N/A;;0;;0
2B227;Pietricaggio;135;;45.1;;38.3;;-60.7;;115;;3
2B229;Pietroso;1249;;156.2;;44.4;;14.3;;355;;8
2B230;Piève;551;;42.4;;54.2;;-19;;705;;13
2B231;Pigna;228;;45.6;;12.4;;-2.3;;62;;5
2B233;Pino;35;;35.2;;20.1;;2.7;;20;;1
2B234;Piobetta;22;;22.3;;9.1;;-33.1;;9;;1
2B235;Pioggiola;24;;23.5;;50.1;;-24.4;;50;;1
2B236;Poggio-di-Nazza;30;;14.9;;21.2;;15.7;;42;;2
2B238;Poggio-di-Venaco;277;;55.4;;85.3;;49.8;;427;;5
2B239;Poggio-d'Oletta;2581;;286.8;;20.5;;-16.1;;185;;9
2B241;Poggio-Marinaccio;198;;65.9;;15.3;;-3.4;;46;;3
2B242;Poggio-Mezzana;134;;44.7;;34.3;;N/A;;103;;3
2B243;Polveroso;10;;10;;3.3;;N/A;;3;;1
2B244;Popolasca;720;;102.8;;158.3;;-52.9;;1108;;7
2B245;Porri;38;;37.7;;91.2;;16.2;;91;;1
2B246;La Porta;113;;37.8;;40.9;;-28.8;;123;;3
2B248;Prato-di-Giovellina;64;;16;;51.2;;-46.1;;205;;4
2B250;Prunelli-di-Casacconi;125;;124.6;;211.1;;179.8;;211;;1
2B251;Prunelli-di-Fiumorbo;2970;;84.9;;48.4;;13.1;;1694;;35
2B252;Pruno;85;;21.2;;28;;-3.5;;112;;4
2B255;Quercitello;72;;72.5;;35.1;;-0.8;;35;;1
2B256;Rapaggio;51;;51.1;;31.9;;N/A;;32;;1
2B257;Rapale;228;;38;;28.4;;-26.2;;170;;6
2B260;Riventosa;63;;15.8;;30;;-2;;120;;4
2B261;Rogliano;633;;79.2;;45.4;;-167.6;;363;;8
2B263;Rospigliani;0;;N/A;;N/A;;N/A;;0;;0
2B264;Rusio;476;;79.4;;113.3;;74.3;;680;;6
2B265;Rutali;669;;133.9;;110.8;;85.8;;554;;5
2B267;Saliceto;398;;99.4;;84.3;;-53.2;;337;;4
2B273;Scata;64;;32.1;;8;;3.3;;16;;2
2B274;Scolca;0;;N/A;;N/A;;N/A;;0;;0
2B275;Sermano;51;;12.8;;26.4;;15.4;;106;;4
